7032, 7027, 2.28, 9,
7032, 7028, 1.48, 8,
7033, 7001, 1.66, 9,
7033, 7002, 2.22, 3,
7033, 7007, 2.45, 12,
7033, 7012, 1.46, 7,
7033, 7013, 1.43, 3,
7033, 7017, 1.50, 0,
7033, 7018, 1.58, 0,
7033, 7019, 1.45, 1,
7033, 7021, 1.03, 8,
7033, 7025, 2.40, 10,
7033, 7026, 1.12, 1,
7033, 7030, 0.89, 2,
7034, 7001, 1.66, 7,
7034, 7008, 0.94, 2,
7034, 7010, 1.66, 8,
7034, 7020, 1.72, 1,
7034, 7027, 2.28, 11,
7035, 7002, 2.22, 7,
7035, 7005, 2.14, 4,
7035, 7010, 1.66, 12,
7035, 7014, 1.37, 7,
7035, 7015, 2.17, 1,
7035, 7017, 1.50, 8,
7035, 7018, 1.58, 6,
7035, 7020, 2.15, 6,
7035, 7025, 2.83, 5,
7035, 7026, 1.55, 3,
7035, 7029, 2.56, 10,
7036, 7001, 2.09, 2,
7036, 7010, 2.09, 7,
7036, 7016, 1.58, 1,
7036, 7020, 2.15, 7,
7036, 7021, 1.46, 8,
7036, 7023, 2.18, 5,
7036, 7025, 2.83, 5,
7036, 7030, 1.32, 7,
7037, 7002, 2.65, 6,
7037, 7004, 2.96, 7,
7037, 7013, 1.86, 10,
7037, 7017, 1.93, 4,
7037, 7027, 2.71, 0,
7037, 7029, 2.56, 1,
7037, 7032, 2.83, 6,
7038, 7004, 2.96, 12,
7038, 7018, 2.01, 7,
7038, 7019, 1.88, 6,
7038, 7020, 2.15, 12,
7038, 7022, 2.75, 8,
7038, 7029, 2.56, 10,
7039, 7005, 2.57, 0,
7039, 7016, 1.58, 0,
7039, 7018, 2.01, 10,
7039, 7026, 1.55, 2,
7040, 7002, 2.65, 11,
7040, 7007, 2.88, 6,
7040, 7008, 1.37, 12,
7040, 7009, 3.25, 12,
7040, 7011, 2.03, 11,
7040, 7018, 2.01, 8,
7040, 7028, 1.91, 7,
7040, 7032, 2.83, 6
